timestamp,pred,p2,angle,vote,state,lying_frames
1780918994.222143,0,0.0,0.0,0,NORMAL,0
1780918994.4779103,0,0.0,0.0,0,NORMAL,0
1780918994.6238368,0,0.0,0.0,0,NORMAL,0
1780918994.7449985,0,0.0,0.0,0,NORMAL,0
1780918994.8628166,0,0.0,0.0,0,NORMAL,0
1780918994.983433,0,0.0,0.0,0,NORMAL,0
1780918995.107636,0,0.0,0.0,0,NORMAL,0
1780918995.2257378,0,0.0,0.0,0,NORMAL,0
1780918995.3510866,0,0.0,0.0,0,NORMAL,0
1780918995.4763641,0,0.0,0.0,0,NORMAL,0
1780918995.5959263,0,0.0,0.0,0,NORMAL,0
1780918995.7181814,0,0.0,0.0,0,NORMAL,0
1780918995.8400018,0,0.0,0.0,0,NORMAL,0
1780918995.9630547,0,0.0,0.0,0,NORMAL,0
1780918996.0872374,0,0.0,0.0,0,NORMAL,0
1780918996.2102282,0,0.0,0.0,0,NORMAL,0
1780918996.3415196,0,0.0,0.0,0,NORMAL,0
1780918996.4661634,0,0.0,0.0,0,NORMAL,0
1780918996.5891788,0,0.0,0.0,0,NORMAL,0
1780918996.7151978,0,0.0,0.0,0,NORMAL,0
1780918996.8421783,0,0.0,0.0,0,NORMAL,0
1780918996.9712896,0,0.0,0.0,0,NORMAL,0
1780918997.0930438,0,0.0,0.0,0,NORMAL,0
1780918997.221136,0,0.0,0.0,0,NORMAL,0
1780918997.346434,0,0.0,0.0,0,NORMAL,0
1780918998.3736346,0,0.0,0.0,0,NORMAL,0
1780918998.4633164,0,0.0,0.0,0,NORMAL,0
1780918998.5508351,0,0.0,0.0,0,NORMAL,0
1780918998.6403832,0,0.0,0.0,0,NORMAL,0
1780918998.7294362,0,0.0,0.0,0,NORMAL,0
1780918998.8157713,0,0.0,0.0,0,NORMAL,0
1780918998.908133,0,0.0,0.0,0,NORMAL,0
1780918998.9966218,0,0.0,0.0,0,NORMAL,0
1780918999.089131,0,0.0,0.0,0,NORMAL,0
1780918999.202244,0,0.0,0.0,0,NORMAL,0
1780918999.3187852,0,0.0,0.0,0,NORMAL,0
1780918999.4438474,0,0.0,0.0,0,NORMAL,0
1780918999.5643606,0,0.0,0.0,0,NORMAL,0
1780918999.6813977,0,0.0,0.0,0,NORMAL,0
1780918999.796978,0,0.0,0.0,0,NORMAL,0
1780918999.9181027,0,0.0,0.0,0,NORMAL,0
1780919000.0451608,0,0.0,0.0,0,NORMAL,0
1780919000.1865106,0,0.0,0.0,0,NORMAL,0
1780919000.3174717,0,0.0,0.0,0,NORMAL,0
1780919000.4433944,0,0.0,0.0,0,NORMAL,0
1780919000.5631096,0,0.0,0.0,0,NORMAL,0
1780919000.6821442,0,0.0,0.0,0,NORMAL,0
1780919000.7996914,0,0.0,0.0,0,NORMAL,0
1780919000.9136786,0,0.0,0.0,0,NORMAL,0
1780919001.0318594,0,0.0,0.0,0,NORMAL,0
1780919001.1488945,0,0.0,0.0,0,NORMAL,0
1780919001.2774582,0,0.0,0.0,0,NORMAL,0
1780919001.4072,0,0.0,0.0,0,NORMAL,0
1780919001.5287101,0,0.0,0.0,0,NORMAL,0
1780919001.6444254,0,0.0,0.0,0,NORMAL,0
1780919001.76814,0,0.0,0.0,0,NORMAL,0
1780919001.8936894,0,0.0,0.0,0,NORMAL,0
1780919002.0122392,0,0.0,0.0,0,NORMAL,0
1780919002.1322863,0,0.0,0.0,0,NORMAL,0
1780919002.2538984,0,0.0,0.0,0,NORMAL,0
1780919002.3764858,0,0.0,0.0,0,NORMAL,0
1780919002.495429,0,0.0,0.0,0,NORMAL,0
1780919002.6346,0,0.0,0.0,0,NORMAL,0
1780919002.7763364,0,0.0,0.0,0,NORMAL,0
1780919002.9131393,0,0.0,0.0,0,NORMAL,0
1780919003.0547845,0,0.0,0.0,0,NORMAL,0
1780919003.1946235,0,0.0,0.0,0,NORMAL,0
1780919003.3342352,0,0.0,0.0,0,NORMAL,0
1780919003.4769936,0,0.0,0.0,0,NORMAL,0
1780919003.6140141,0,0.0,0.0,0,NORMAL,0
1780919003.749633,0,0.0,0.0,0,NORMAL,0
1780919003.8836617,0,0.0,0.0,0,NORMAL,0
1780919004.009587,0,0.0,0.0,0,NORMAL,0
1780919004.1466186,0,0.0,0.0,0,NORMAL,0
1780919004.267184,0,0.0,0.0,0,NORMAL,0
1780919004.394539,0,0.0,0.0,0,NORMAL,0
1780919004.5160048,0,0.0,0.0,0,NORMAL,0
1780919004.64152,0,0.0,0.0,0,NORMAL,0
1780919004.759641,0,0.0,0.0,0,NORMAL,0
1780919004.8831725,0,0.0,0.0,0,NORMAL,0
1780919005.012723,0,0.0,0.0,0,NORMAL,0
1780919005.1352782,0,0.0,0.0,0,NORMAL,0
1780919005.255324,0,0.0,0.0,0,NORMAL,0
1780919005.3753912,0,0.0,2.899827892069851,0,NORMAL,0
1780919005.4845917,0,0.0,3.2406086134824648,0,NORMAL,0
1780919005.586408,0,0.0,1.9809167314659817,0,NORMAL,0
1780919005.69799,0,0.0,0.35483245476208936,0,NORMAL,0
1780919005.8085346,0,0.0,1.068894519669044,0,NORMAL,0
1780919005.9194586,0,0.0,2.274088930324666,0,NORMAL,0
1780919006.0257583,0,0.0,2.8917931013990597,0,NORMAL,0
1780919006.1357865,0,0.0,3.250157253358992,0,NORMAL,0
1780919006.2423778,0,0.0,3.942782965712155,0,NORMAL,0
1780919006.3487346,0,0.0,3.979936714611881,0,NORMAL,0
1780919006.4619813,0,0.0,4.86067186909662,0,NORMAL,0
1780919006.5674973,0,0.0,2.6361348293658295,0,NORMAL,0
1780919006.6746373,0,0.0,3.2608349979110187,0,NORMAL,0
1780919006.7902212,2,0.997036337852478,2.484204634455523,1,NORMAL,0
1780919006.9013054,2,0.991971492767334,3.607032290430766,2,NORMAL,0
1780919007.0055819,2,0.97590172290802,2.4122095988790306,3,NORMAL,0
1780919007.1135576,2,0.9254415035247803,3.4894505775091034,4,NORMAL,0
1780919007.2246861,2,0.7664505243301392,3.0352879991151553,5,SUSPECT,1
1780919007.338874,0,0.45947176218032837,0.4641301675453917,4,SUSPECT,2
1780919007.4521906,0,0.17902882397174835,0.8940989977514846,3,SUSPECT,3
1780919007.5647514,0,0.056357208639383316,0.6327779501640975,2,SUSPECT,4
1780919007.674809,0,0.016106190159916878,1.4966013238503137,1,SUSPECT,5
1780919007.780436,0,0.004482641350477934,2.102442794591667,0,SUSPECT,6
1780919007.891433,0,0.003818284720182419,5.999927858822389,0,SUSPECT,7
1780919007.9985666,0,0.011910046450793743,8.822126416864194,0,SUSPECT,8
1780919008.1051137,0,0.030327102169394493,10.773198052310363,0,SUSPECT,9
1780919008.2261932,0,0.047527674585580826,10.597715785501748,0,SUSPECT,10
1780919008.346464,0,0.07154938578605652,9.993674663633186,0,SUSPECT,11
1780919008.4668872,0,0.09312178939580917,10.263318167167114,0,SUSPECT,12
1780919008.5847297,0,0.11887044459581375,11.027029483526661,0,SUSPECT,13
1780919008.7073755,0,0.15219123661518097,11.2411887768165,0,SUSPECT,14
1780919008.826798,0,0.19196800887584686,11.6606399728837,0,SUSPECT,15
1780919008.9441574,0,0.2867985963821411,11.53722200846039,0,SUSPECT,16
1780919009.052208,0,0.29669421911239624,9.26516047369509,0,SUSPECT,17
1780919009.160289,0,0.22478489577770233,8.410707635798701,0,SUSPECT,18
1780919009.2715387,0,0.12699151039123535,7.850021386466011,0,SUSPECT,19
1780919009.3771183,0,0.059126973152160645,7.113158853449079,0,SUSPECT,20
1780919009.488069,0,0.025714410468935966,6.242305297495079,0,SUSPECT,21
1780919009.5975819,0,0.011952146887779236,6.584038597647975,0,SUSPECT,22
1780919009.720977,0,0.006330434698611498,6.4760780003367415,0,SUSPECT,23
1780919009.8300693,0,0.0037540486082434654,6.2104538543319165,0,SUSPECT,24
1780919009.9405017,0,0.002516333479434252,6.026009978344462,0,SUSPECT,25
1780919010.0530381,0,0.0018530900124460459,5.816562079190987,0,SUSPECT,26
1780919010.1624827,0,0.00145010428968817,5.721760367230928,0,SUSPECT,27
1780919010.2677083,0,0.0011694349814206362,5.443138334015146,0,SUSPECT,28
1780919010.3732805,0,0.0009750192402862012,5.130710120536747,0,SUSPECT,29
1780919010.4831653,0,0.0008444705745205283,5.148646085800465,0,SUSPECT,30
1780919010.591675,0,0.0007463395013473928,5.058403251884499,0,SUSPECT,31
1780919010.70723,0,0.0006058652070350945,3.796157987794345,0,SUSPECT,32
1780919010.8147683,0,0.0004755726258736104,3.5703442295277057,0,SUSPECT,33
1780919010.9233124,0,0.0003747273876797408,4.362253660422084,0,SUSPECT,34
1780919011.0223744,0,0.0003040027804672718,4.732927271701612,0,SUSPECT,35
1780919011.1318436,0,0.0002614166005514562,4.783240737010971,0,SUSPECT,36
1780919011.2398808,0,0.0002628138172440231,5.087581837369328,0,SUSPECT,37
1780919011.3429163,0,0.00027442455757409334,5.048844380906331,0,SUSPECT,38
1780919011.452939,0,0.00028951888089068234,4.710129278328452,0,SUSPECT,39
1780919011.5584543,0,0.0003024128673132509,4.668624721952881,0,SUSPECT,40
1780919011.6655226,0,0.0003141821944154799,4.501167037930969,0,SUSPECT,41
1780919011.7701259,0,0.0003195261233486235,5.113961278183808,0,SUSPECT,42
1780919011.8725004,0,0.000332881259964779,5.227608455631525,0,SUSPECT,43
1780919011.9817154,0,0.0003532584523782134,4.889529931274808,0,SUSPECT,44
1780919012.2050614,0,0.0003812698123510927,4.500918975567231,0,ALARM,45
1780919012.4103072,0,0.0,1.8434992342387773,0,ALARM,45
1780919012.6304688,0,0.0,0.5470665779536432,0,ALARM,45
1780919012.8349464,0,0.0,0.6354520341125465,0,ALARM,45
1780919013.0378258,0,0.0,0.6496586612369128,0,ALARM,45
1780919013.2435522,0,0.0,0.15885016915589745,0,ALARM,45
1780919013.4466019,0,0.0,0.12126224006200914,0,ALARM,45
1780919013.6648366,0,0.0,0.48162944988774825,0,ALARM,45
1780919013.8680277,0,0.0,1.6778827974908381,0,ALARM,45
1780919014.0730355,0,0.0,2.1873520976220107,0,ALARM,45
1780919014.293361,0,0.0,1.532817283262574,0,ALARM,45
1780919014.4994972,0,0.0,2.0359559415469164,0,ALARM,45
1780919014.7168968,0,0.0,2.5969279639157605,0,ALARM,45
1780919014.9220204,0,0.0,2.4694376282707253,0,ALARM,45
1780919015.1414666,0,0.0,2.5412743443813497,0,ALARM,45
1780919015.3626058,0,0.0,2.876243302482891,0,ALARM,45
1780919015.5665007,0,0.0,10.431201435413499,0,ALARM,45
1780919015.7697365,0,0.0,11.959814996020128,0,ALARM,45
1780919015.9743624,0,0.0,13.36580929570357,0,ALARM,45
1780919016.1792235,0,0.0,14.585170130809047,0,ALARM,45
1780919016.3829963,0,0.0,15.377064304789513,0,ALARM,45
1780919016.6037922,0,0.0,15.831819014048818,0,ALARM,45
1780919016.8088229,0,0.0,16.709814514288354,0,ALARM,45
1780919017.0134606,0,0.0,17.65644218982851,0,ALARM,45
1780919017.2182453,0,0.0,18.152037098071503,0,ALARM,45
1780919017.4222252,0,0.0,18.42980204068823,0,ALARM,45
1780919017.627043,0,0.0,19.12624971952522,0,ALARM,45
1780919017.8308415,0,0.0,4.500918975567231,0,ALARM,45
1780919018.0660603,0,0.0,81.08274709183983,0,ALARM,45
1780919018.269916,0,0.0,83.012535723652,0,ALARM,45
1780919018.4752507,0,0.0,82.82427188613188,0,ALARM,45
1780919018.7105846,0,0.0,84.07417917364019,0,ALARM,45
1780919018.9160585,0,0.0,84.07933502374095,0,ALARM,45
1780919019.120557,0,0.0,82.25673719226786,0,ALARM,45
1780919019.3260267,0,0.0,82.68818862368114,0,ALARM,45
1780919019.5319908,0,0.0,82.80152775114948,0,ALARM,45
1780919019.7516007,0,0.0,82.7131740699881,0,ALARM,45
1780919019.9695327,0,0.0,82.7646687263728,0,ALARM,45
1780919020.1895752,0,0.0,82.67053591812864,0,ALARM,45
1780919020.394168,0,0.0,82.38250336330745,0,ALARM,45
1780919020.599451,0,0.0,82.41953895455663,0,ALARM,45
1780919020.818292,0,0.0,82.477595936128,0,ALARM,45
1780919021.0234637,0,0.0,82.425539102878,0,ALARM,45
1780919021.2286794,0,0.0,82.43307999607433,0,ALARM,45
1780919021.4330602,0,0.0,82.52052301435322,0,ALARM,45
1780919021.6388288,0,0.0,82.65798257192704,0,ALARM,45
1780919021.8437653,0,0.0,82.67756182951075,0,ALARM,45
1780919022.0477042,0,0.0,82.71470880790066,0,ALARM,45
1780919022.2530348,0,0.0,82.69724085768226,0,ALARM,45
1780919022.457083,0,0.0,82.75536786647596,0,ALARM,45
1780919022.6613884,0,0.0,82.74284178288612,0,ALARM,45
1780919022.8660958,0,0.0,74.13529044130493,0,ALARM,45
1780919023.0699196,0,0.0,63.21928012943032,0,ALARM,45
1780919023.2751906,0,0.0,55.903771974036104,0,ALARM,45
1780919023.4812,0,0.0,49.598864942742125,0,ALARM,45
1780919023.6845906,0,0.0,46.190105147959144,0,ALARM,45
1780919023.9042363,0,0.0,40.960068043061966,0,ALARM,45
1780919024.1087794,0,0.0,38.32352608090878,0,ALARM,45
1780919024.3595874,0,0.0,36.03424934256711,0,ALARM,45
1780919024.5783784,0,0.0,33.54658806294955,0,ALARM,45
1780919024.7838023,0,0.0,30.84052502790678,0,ALARM,45
1780919024.988487,0,0.0,28.396694694398462,0,ALARM,45
1780919025.192982,0,0.0,26.79260390872301,0,ALARM,45
1780919025.3987753,0,0.0,24.878378377660653,0,ALARM,45
1780919025.6040857,0,0.0,24.771033460841522,0,ALARM,45
1780919025.8085294,0,0.0,11.713671347070346,0,ALARM,45
1780919026.0132906,0,0.0,9.301870584250878,0,ALARM,45
1780919026.2167776,0,0.0,4.143096339972573,0,ALARM,45
1780919026.4219127,0,0.0,0.5287187992948361,0,ALARM,45
1780919026.6277905,0,0.0,0.18196073132327228,0,ALARM,45
1780919026.8315256,0,0.0,0.39026031575713205,0,ALARM,45
1780919027.0503607,0,0.0,1.828346882366958,0,ALARM,45
1780919027.2556615,0,0.0,1.7449112566924043,0,ALARM,45
1780919027.4594054,0,0.0,5.120721567490676,0,ALARM,45
1780919027.665655,0,0.0,5.2185121455000285,0,ALARM,45
1780919027.8708394,0,0.0,7.081518988667483,0,ALARM,45
1780919028.07441,0,0.0,8.98799959928752,0,ALARM,45
1780919028.2770126,0,0.0,9.779096106661683,0,ALARM,45
1780919028.4824848,0,0.0,9.48259891856003,0,ALARM,45
1780919028.6878488,0,0.0,6.118826649150662,0,ALARM,45
1780919028.889706,0,0.0,7.620981963932877,0,ALARM,45
1780919029.1095006,0,0.0,3.0731003211695054,0,ALARM,45
1780919029.3139791,0,0.0,1.179336305556859,0,ALARM,45
1780919029.5198019,0,0.0,0.8827604592776765,0,ALARM,45
1780919029.7214684,0,0.0,0.6832159465443794,0,ALARM,45
1780919029.9240582,0,0.0,1.3732032631739912,0,ALARM,45
1780919030.143272,0,0.0,2.5103585000260864,0,ALARM,45
1780919030.3493178,0,0.0,1.9694211283161565,0,ALARM,45
1780919030.553044,0,0.0,2.773414540839525,0,ALARM,45
1780919030.7592978,0,0.0,2.1452407093188697,0,ALARM,45
1780919030.9640493,0,0.0,1.5610261196121655,0,ALARM,45
1780919031.168003,0,0.0,0.4924668445546274,0,ALARM,45
1780919031.3707283,0,0.0,0.17038730832811666,0,ALARM,45
1780919031.59071,0,0.0,0.716760881115647,0,ALARM,45
1780919031.7929807,0,0.0,0.32170866898167105,0,ALARM,45
1780919032.012073,0,0.0,0.1449292665546693,0,ALARM,45
1780919032.2167113,0,0.0,0.19488523206555897,0,ALARM,45
1780919032.420488,0,0.0,0.36730610503005323,0,ALARM,45
1780919032.625319,0,0.0,0.49086597019982037,0,ALARM,45
1780919032.831307,0,0.0,0.4525914511876863,0,ALARM,45
1780919033.0520446,0,0.0,1.0902503903868137,0,ALARM,45
1780919033.2732646,0,0.0,1.227352650968271,0,ALARM,45
1780919033.4932594,0,0.0,1.0727371582844114,0,ALARM,45
1780919033.712772,0,0.0,1.1424435974139726,0,ALARM,45
1780919033.9328687,0,0.0,0.8266272399993682,0,ALARM,45
1780919034.1517181,0,0.0,0.7549877773966216,0,ALARM,45
1780919034.3567004,0,0.0,0.8320831265279764,0,ALARM,45
1780919034.5610108,0,0.0,0.8785140902739954,0,ALARM,45
1780919034.7653692,0,0.0,0.8750652733054949,0,ALARM,45
1780919034.9692125,0,0.0,0.932945536392225,0,ALARM,45
1780919035.1740477,0,0.0,0.9688911271523182,0,ALARM,45
1780919035.3772013,0,0.0,0.9640483622275724,0,ALARM,45
1780919035.5825026,0,0.0,1.0576214112928994,0,ALARM,45
1780919035.7865603,0,0.0,5.748411927102694,0,ALARM,45
1780919035.9910197,0,0.0,6.915502832121376,0,ALARM,45
1780919036.208551,0,0.0,8.195691720534597,0,ALARM,45
1780919036.4128816,0,0.0,8.648538439527726,0,ALARM,45
1780919036.6173778,0,0.0,9.159036422750603,0,ALARM,45
1780919036.8236773,0,0.0,9.550168213541156,0,ALARM,45
1780919037.026619,0,0.0,9.609289128858137,0,ALARM,45
1780919037.2319372,0,0.0,9.576636968328557,0,ALARM,45
1780919037.438694,0,0.0,9.6896944067025,0,ALARM,45
1780919037.6420038,0,0.0,9.399413670584522,0,ALARM,45
1780919037.8463311,0,0.0,9.207046924453579,0,ALARM,45
1780919038.0519154,0,0.0,3.798408528239804,0,ALARM,45
1780919038.25657,0,0.0,2.985944513723183,0,ALARM,45
1780919038.4603894,0,0.0,2.4938010788088434,0,ALARM,45
1780919038.68053,0,0.0,2.5126156448479833,0,ALARM,45
1780919038.8848355,0,0.0,2.46284722306234,0,ALARM,45
1780919039.0889025,0,0.0,2.555672387987755,0,ALARM,45
1780919039.2942586,0,0.0,2.5394682164209996,0,ALARM,45
1780919039.498599,0,0.0,2.321431986861427,0,ALARM,45
1780919039.7029924,0,0.0,2.197785201233529,0,ALARM,45
1780919039.9082682,0,0.0,2.158005838177843,0,ALARM,45
1780919040.1273985,0,0.0,2.1081406026097227,0,ALARM,45
1780919040.378774,0,0.0,2.2150334760073065,0,ALARM,45
1780919040.610081,0,0.0,2.04659430129729,0,ALARM,45
1780919040.8303778,0,0.0,1.857024480450633,0,ALARM,45
